,category,content
606,sport,"little-used benn ferriero scored 7:03 into overtime of his playoff debut on a deflected goal that gave the san jose sharks a 2-1 victory over ...
"
607,sport,"nearly 200 men and women from all military branches competed last week in the second annual warrior games, held in colorado springs. the games, ...
"
608,sport,"former boxing champion sugar ray leonard says in a new autobiography that he was sexually abused as a teenager by an unnamed olympic boxing coach, ...
"
609,sport,"the chicago point guard had been quoted by espn the magazine as saying performance-enhancing drugs had a high influence in the n.b.a.
"
610,sport,"j.j. henry and former british open champion stewart cink share the texas open lead after shooting first-round 5-under 67s on a day the spotlight ...
"
611,sport,"kentucky men's basketball coach john calipari has accepted an offer to coach the dominican republic's national team, the coach announced on his ...
"
612,sport,"new york knicks president donnie walsh says he is leaving after he could not work out a contract renewal to his liking with madison square garden ...
"
613,sport,"morning line for friday, may 13
"
614,sport,"phil jackson, the most successful coach in nba history, walked gingerly off the court for what is likely to be the final time following the los angeles lakers' season-ending loss to the dallas mavericks on sunday.
"
615,sport,"everyone loves to see replays of miami heat guard dwayne wade's nifty euro step past confused boston celtics forward kevin garnett for a layup ...
"
616,sport,"the nfl blasted the idea that only players suffer harm during a lockout and tried to use some lockout-mitigating words of some players against ...
"
617,sport,"little-used jason giambi clobbered three homers and drove in seven runs to power the colorado rockies to a 7-1 win over the philadelphia phillies in a battle of division leaders on thursday.
"
618,sport,"kenyan authorities began an investigation tuesday into samuel wanjiru's death in a balcony fall, while the olympic marathon champion's mother accused his wife of killing him to gain control of his property.
"
619,sport,"when major league closers falter - and it always happens - these relievers could step in and gain sudden value for your fantasy team.
"
620,sport,"fans who consume the nfl at home on directv are getting a benefit that many fans who attend games each week aren't: they don't have to pay up ...
"
621,sport,"for most of the high-major conferences, league play in men's basketball opens around christmas or new year's eve.
"
622,sport,"kentucky fans, were you watching? if so, it might end up being painful ... again. shelvin mack grew up in lexington. he was a fan of the wildcats. ...
"
623,sport,"cincinnati bengals owner mike brown took notice when wr chad ochocinco hopped on a bull earlier this month.
"
624,sport,"francesca schiavone needed only 62 minutes to dispatch the american melanie oudin, 6-2, 6-0, at the french open.
"
625,sport,"the rams have a lot of reasons to be giddy about sam bradford.
"
626,sport,"an odd n.f.l. off-season produces a run on quarterbacks at the draft, the debate over cam newton rages on, and the lakers dispose of the pesky hornets.
"
627,sport,"kyrie irving's return meant more shuffling for duke coach mike krzyzewski, but he considers that a good problem, not a hindrance
"
628,sport,"james shields pitched seven strong innings to finally beat cleveland, and the tampa bay rays did some more road repair to their record with a ...
"
629,sport,"dwyane wade?s dazzling 55-second stretch shortly after tip-off was part of 11 blocks for miami as the heat held memphis to 39 percent shooting to win its second straight game.
"
630,sport,"e'twaun moore scored 19 points and jujuan johnson added 16 with 16 rebounds friday night as third-seeded purdue routed st. peter's 65-43.
"
631,sport,"ben roethlisberger was the key to the steelers' success. he and michael vick are the league's only quarterbacks who can consistently succeed when plays collapse.
"
632,sport,"in an epic final, novak djokovic defeated world number one rafa nadal in a third set tiebreak to win the sony ericsson open 4-6 6-3 7-6 on sunday.
"
633,sport,"when the boston bruins and tampa bay lightning meet in game 1 of the eastern conference finals, players might feel as if it is the first day ...
"
634,sport,"derrick rose scored 23 points in chicago's seventh straight win, a 98-79 victory over the washington wizards on tuesday night that moved the ...
"
635,sport,"brandon nimmo caught the attention of scouts and executives with his stellar play at some all-star contests.
"
636,sport,"the boston celtics finally got a big win and their big man back. they may also reclaim the no. 1 seed in the eastern conference.
"
637,sport,"san francisco giants third baseman pablo sandoval broke a bone in his right wrist and is expected to miss four to six weeks, adding to the concerns ...
"
638,sport,"venus williams has joined her sister serena in withdrawing from the french open because of injury, the wta said on saturday.
"
639,sport,"texas a&amp;m women's basketball fans occupied every seat and then some at dick's last resort, near american airlines center, as tuesday night ...
"
640,sport,"twelve penalties were called wednesday, when the boston bruins and the vancouver canucks met for only the second time this season.
"
641,sport,"hines ward has danced his way into the finals. the pittsburgh steelers receiver earned a berth in the finals of dancing with the stars with an ...
"
642,sport,"we're live blogging game 2 of the heat-celtics playoff tonight. weigh in with comments about the game. and cast a vote on our quick question ...
"
643,sport,"von miller figures to see roger goodell on opposite ends of the nfl's spectrum in april.
"
644,sport,"atlanta pitching coach roger mcdowell issued an apology wednesday in response to a fan's complaint that mcdowell spewed homophobic comments, ...
"
645,sport,"the denver nuggets clinched a playoff berth on sunday with a 95-90 victory over the defending nba champion los angeles lakers.
"
646,sport,"tiger woods roared through the front nine of the final round of the masters early sunday afternoon as if he were going to do what he had done ...
"
647,sport,"in his 17th and most scrutinized season with the yankees, derek jeter has gotten off to a slow start.
"
648,sport,"dwight howard was named the nba's defensive player of the year monday, making the dominant orlando magic center the first player to win the award in three consecutive seasons.
"
649,sport,"chauncey billups, who was out six games with a deep bruise in his left thigh, practiced saturday for the first time in two weeks.
"
650,sport,"if it's good enough for $126 million man jayson werth, batting second should be just fine with derek jeter.
"
651,sport,"cc sabathia allowed one run in eight innings, andruw jones lined a bases-clearing double to highlight the yankees' five-run third inning, and ...
"
652,sport,"freddy garcia, who won the no. 5 starter's job out of spring training, dazzled with his ability to keep texas hitters off-balance, giving the yankees some much-needed positive news.
"
653,sport,"benn ferriero scored in his playoff debut on a deflected goal that gave the san jose sharks a victory over the red wings on friday night in game 1.
"
654,sport,"breakout offensive stars typically get their fair share of media attention, but here's a look at some of the league's top young, emerging defenders.
"
655,sport,"the barcelona great once again showed how he is in a class of his own in his team's 3-1 victory tuesday, which sent it to the next round of the champions league soccer tournament.
"
656,sport,"new orleans saints running back reggie bush set off fan backlash monday evening with a pair of tweets that appeared to undermine the players' ...
"
657,sport,"going into the nba playoffs this weekend, the los angeles lakers have landed a new partner.
"
658,sport,"rafael nadal struggled past 148th-ranked qualifier paolo lorenzi 6-7 (5-7), 6-4, 6-0 in his opening match at the italian open on wednesday, looking ...
"
659,sport,"everybody is loving the unexpected deep runs of virginia commonwealth and butler on the men's side. can gonzaga become the cinderella of the women's tournament?
"
660,sport,"steven stamkos and ryan malone scored 24 seconds apart in the third period and the streaking tampa bay lightning beat washington 4-3 to push ...
"
661,sport,"takes an in-depth look at all eight ncaa tournament games scheduled for saturday.
"
662,sport,"most valuable player derrick rose of the chicago bulls and lebron james of the miami heat, winner of the two previous mvp awards, were selected for this season's all-nba team, the league said on thursday.
"
663,sport,"kyle busch won under a yellow flag in a wild finish saturday, taking the nationwide race at talladega superspeedway when the last of 10 crashes sent mike wallace's car flipping upside down.
"
664,sport,"carmelo anthony scored 36 points, his most as a knick, but it was not enough to help the knicks climb out of a big early hole.
"
665,sport,"tyra white's layup with 3.3 seconds left sealed the victory for the aggies, as texas a&m advanced to its first national title game.
"
666,sport,"jordan taylor hit two big free throws and blocked jacob pullen's three-point attempt in the closing seconds to overcome a rough shooting night, ...
"
667,sport,"the nfl's foray back into football operations lasted only one day. the eighth circuit court of appeals approved the nfl's request for a temporary ...
"
668,sport,"when cheyenne woods was 2, she plucked a club from a bag, like a sword from a stone, and whacked a golf ball into the netting in her grandfather's ...
"
669,sport,"the reality of the death of the great golf champion seve ballesteros in spain at the age of 54 dawned on the quail hollow club on saturday morning.
"
670,sport,"derek jeter has his fans in the boston clubhouse, where red sox hitters have firsthand knowledge about slow starts.
"
671,sport,"uncle mo is ready for the kentucky derby.
"
672,sport,"the boston bruins are hosting the tampa bay lightning friday night (8 et, versus) in game 7 of the eastern conference finals. the winner would ...
"
673,sport,"images from the semifinals of the big east basketball tournament at madison square garden, featuring uconn vs. syracuse and louisville against notre dame.
"
674,sport,"jason marquis outduelled tim lincecum to pitch the washington nationals to a 3-0 win over the san francisco giants at nationals park on friday.
"
675,sport,"colorado rockies ace ubaldo jimenez was placed on the 15-disabled list with a right thumb injury. his placement on the dl is retro-active to ...
"
676,sport,"brewers utility man erick almonte went home to sleep under supervision after becoming the first major leaguer placed on the new seven-day disabled ...
"
677,sport,"as jorge posada struggles on the field and off, it is increasingly difficult to maintain perspective about his career and appreciate the player he once was.
"
678,sport,"errant putts on 12 and 15 stood out as tiger woods's crucial errors in a fourth-place finish at the masters.
"
679,sport,"barry bonds was convicted of obstruction of justice today, but a jury of eight women and four men could not render a verdict on three counts ...
"
680,sport,"jason kidd did not score in game 4, but his defense on lebron james and on dwyane wade at a key moment was the difference between winning and losing.
"
681,sport,"derrick rose scored 36 points, carlos boozer added 17 points and 16 rebounds, and the top-seeded chicago bulls pulled out another dramatic victory ...
"
682,sport,"as many college basketball fans -- including those in richmond, of course -- call out television analysts like dick vitale and jay bilas for ...
"
683,sport,"boston starter josh beckett looked back to his best on sunday, delivering a dominant two-hitter performance to lead the red sox to a 4-0 victory over bitter rivals the new york yankees.
"
684,sport,"the miami heat star players cast off their struggles and staged a furious finish to beat the chicago bulls 83-80 on thursday and advance to the nba finals.
"
685,sport,"the nba mvp race looks cut and dry. chicago bulls point guard derrick rose is the winner, right? it's not that easy.
"
686,sport,"a view of the day in sports, with race horses in louisville, wrestling in times square and golf out of the water in athens, ga.
"
687,sport,"a decade after winning his first senior pga championship, tom watson won the title for a second time with a playoff victory over fellow american david eger in louisville, kentucky on sunday.
"
688,sport,"roy halladay pitched seven sharp innings for his first win of the season, wilson valdez had a career-high four hits, as the philadelphia phillies beat the mets on thursday.
"
689,sport,"with the game seemingly headed for overtime, michal handzus carved out space in front of the net and grabbed a critical two points for the los ...
"
690,sport,"decisions by world number one lee westwood and briton rory mcilroy to skip this week's players championship at the tpc sawgrass have drawn stinging criticism from american sports commentators.
"
691,sport,"martin brodeur earned his 115th shutout during the devils' victory on sunday.
"
692,sport,"the miami heat began the season as the most loathed team in basketball. the heatles, the pronouncement of multiple titles, ""the decision"" and ...
"
693,sport,"now that it's time for rex ryan to promote his new book, expect a fresh wave of bold assertions and predictions from the new york jets coach ...
"
694,sport,"li na beat maria sharapova 6-4, 7-5 thursday to become the first chinese player to reach the french open final. sharapova was bidding to complete ...
"
695,sport,"kemba walker broke the big east tournament scoring record as the huskies won their fourth game in four days.
"
696,sport,"the freshman kendall marshall has proved to be a quick study since taking over the starting role in mid-january.
"
697,sport,"manchester city set up an fa cup semifinal against fierce rival manchester united thanks to micah richards' second-half winner in a 1-0 victory ...
"
698,sport,"it took japan's miki ando just four minutes to boost the spirits of her devastated nation after she unexpectedly glided to gold at the world figure skating championships.
"
699,sport,"in one of the ugliest games of the college basketball season, talor battle scored nine points to lead penn state past no. 13 wisconsin 36-33 ...
"
700,sport,"washington redskins football player albert haynesworth was indicted by a grand jury on tuesday for allegedly fondling a server at a swanky hotel bar in the u.s. capital, u.s. prosecutors said.
"
701,sport,"in florida where the marlins' losing streak reached seven games wednesday night, hitting coach john mallee took the fall. following the 3-2, ...
"
702,sport,"ge healthcare unveiled two x-ray body scanners at bay hill that break down the amount of lean mass on the arms, trunk, legs and total body of golfers.
"
703,sport,"pittsburgh steelers wr hines ward has become the latest member of the organization to scold rb rashard mendenhall over his controversial comments ...
"
704,sport,"chicago cubs right-hander carlos silva has been told he will not be on the team's 25-man roster when the season starts friday.
"
705,sport,"jack morris, who authored one of baseball's greatest pitching performances to close the 1991 world series, talks about his hall of fame chances and his legacy.
"
706,sport,"the attorney for the imprisoned father of new orleans saints rb mark ingram does not blame espn reporter suzy kolber for the rookie's on-stage ...
"
707,sport,"bloggers tom weir and reid cherner are trying to avoid being upset as no. 1 seeds.
"
708,sport,"jamal coombs-mcdaniel, a swingman on connecticut's national championship basketball team, has had his initial court appearance on marijuana charges ...
"
709,sport,"this season's mantra among the red bulls' players and coaches is to ""play the right way."" is that an appropriate goal in m.l.s.?
"
710,sport,"with a gritty and inartistic performance typical of the season under its new coach, mike rice, the 12th-seeded scarlet knights won in the first round of the big east tournament.
"
711,sport,"deron williams may be out for the season, but in his short time with the nets he was able to preserve his streak of seasons in which he averaged 10 or more assists a game.
"
712,sport,"oxford won the annual university boat race on saturday, upsetting defending champion cambridge by about four lengths on the river thames in a competition dating to 1829.
"
713,sport,"with plaxico burress's release from prison on monday, the immediate questions focus on where, and how successfully, he will resume his n.f.l. career.
"
714,sport,"the reports of rafael nadal's demise are exaggerated, as he showed in wednesday's straight-sets dismissal of robin soderling.
"
715,sport,"after an assault outside dodger stadium left a giants fan in a coma, team officials and the los angeles police chief delivered on their promise of a 'sea of blue' response.
"
716,sport,"top seed novak djokovic reached the serbia open final without hitting a ball on saturday after fellow serb janko tipsarevic pulled out of their semi-final with a thigh injury.
"
717,sport,"hard-throwing pitcher gerrit cole of ucla was taken by the pittsburgh pirates as top pick of major league baseball's first-year player draft monday.
"
718,sport,"atlanta braves minor-league manager luis salazar has returned to camp, two weeks after being struck in the face by a foul ball and losing his ...
"
719,sport,"searing heat posed few problems for brittany lincicome as she charged into a share of the first-round lead with fellow american stacy lewis at the kraft nabisco championship on thursday.
"
720,sport,"ncaa coverage on thursday drew an overnight household rating 5.7, meaning 5.7% of usa tv households. that's up 24% from 2010.
"
721,sport,"the decision is a victory for owners in a legal battle with players, and means the league will remain closed.
"
722,sport,"wide receiver donte' stallworth used his twitter account tuesday morning to back same-sex marriage.
"
723,sport,"the giants began the defense of their first west coast championship under crisp blue skies at the home of their oldest rivals.
"
724,sport,"a few blocks from broadway, louisville has been cast in the role of spoiler recently at the big east tournament. and with connecticut becoming the toast of the town over the past week, the cardinals found themselves a part of a familiar story line.
"
725,sport,"on thursday, as the number of coaching staffs distancing themselves from the amicus brief filed by the nfl coaches association last week with ...
"
726,sport,"robinson cano took the field saturday with a .376 lifetime average at camden yards, surpassed only by ichiro suzuki's .388.
"
727,sport,"the nfl has reduced salaries of its employees by 12 percent according to newsday's bob glauber, who added that the slashing of pay would increase ...
"
728,sport,"kenyan olympic marathon champion samuel wanjiru plunged to his death from the first-floor balcony of his home after the athlete's wife found him in bed with another woman, police told reuters.
"
729,sport,"the mets' dim chances have relieved the writer of his worries about winning and losing, allowing him to enjoy just being at the park.
"
730,sport,"with an investigation still swirling around the ohio state football program and coach jim tressel having resigned, the future of star quarterback ...
"
731,sport,"the criminal underworld now controls a large proportion of world sport, world anti-doping agency director general david howman said wednesday.
"
732,sport,"fans at citi field for friday's home opener shared their opinions on the continuing troubles of the mets.
"
733,sport,"baseball is in the throes of its dog days, at least from an attendance standpoint. with poor weather, kids in school and a season's narrative ...
"
734,sport,"with sidney crosby revealing friday that he had to curtail his light skating because of the return of concussion symptoms, the question of head trauma in hockey was thrown back into the spotlight.
"
735,sport,"initial takeover offers for fortune brands' golf unit are expected to be submitted today by a range of bidders, including adidas ag, nike inc and private equity firms, sources familiar with the situation said on friday.
"
736,sport,"disgraced 2004 olympic 100 meters champion justin gatlin's comeback bid gained new life on wednesday when he was invited to compete in saturday's prefontaine classic diamond league meeting.
"
737,sport,"starter philip humber threw seven superb innings to shut down the new york yankees' batters and give the struggling chicago white sox a 2-0 win on monday.
"
738,sport,"it's a classic example of a fabulous tv prospect who would fill a need: star power at disney's espn/abc nba studio show.
"
739,sport,"taking a look at some of the best bargains in m.l.s. now that the league's salary figures are out.
"
740,sport,"drawing the no. 9 post, kentucky derby winner animal kingdom has been made the 2-1 favorite in a field of 12 for the belmont stakes.
"
741,sport,"the winless tampa bay rays lost again wednesday when dan haren and the los angeles angels shut down the al east champions 5-1.
"
742,sport,"lebron james is getting into the soccer business, aligning with the owners of the boston red sox.
"
743,sport,"justin masterson pitched seven strong innings for his third win, asdrubal cabrera had four rbi and the surprising cleveland indians kept the ...
"
744,sport,"the decision for the 2018 winter olympics host depends on the geographic dilemma of whether the games should go to new territories in asia or to the alps, a senior ioc member said on thursday.
"
745,sport,"major league baseball and its players union have released a summary report of drug tests performed over the past three years.
"
746,sport,"the day in sports, from the french open to rhythmic gymnastics.
"
747,sport,"dante cunningham hit a go-ahead 15-foot jumper with 34 seconds left and the charlotte bobcats erased a 13-point deficit in the fourth quarter ...
"
748,sport,"did joakim noah of the chicago bulls also get caught on tape using a gay slur during tnt's national telecast of game 3 of the nba's eastern conference ...
"
749,sport,"the morning after the dallas mavericks had advanced to the nba finals for the second time in franchise history, coach rick carlisle could only ...
"
750,sport,"amar'e stoudemire has battled back pain in the past two games, not to mention kevin garnett, glenn davis and the rest of the celtics front court.
"
751,sport,"a view of the day in sports, with bright sun at spring training games and some over-excited soccer fans.
"
752,sport,"the nfl lockout has dampened the usual offseason analysis of each team's comings and goings. but, lockout or not, the league will still be moving ...
"
753,sport,"the proof will be in the doing, but the professional bull riders announced thursday it had ""confirmed"" cincinnati bengals wide receiver chad ...
"
754,sport,"chances are strong that the belmont stakes will feature a rematch between animal kingdom, the kentucky derby champion, and shackleford, the preakness winner.
"
755,sport,"james neal scored in the third round of a shootout and the pittsburgh penguins beat the new jersey devils 1-0 on friday night in a game dominated ...
"
756,sport,"saturday's scores gave the clearest indication yet which european teams will need to clear out some space in the trophy room.
"
757,sport,"r. a. dickey bested freddy garcia in an unlikely pitcher's duel as the mets won at yankee stadium.
"
758,sport,"martin st. louis had a goal and an assist as the lightning evened its first-round series with the penguins.
"
759,sport,"jared sullinger had 20 points and 18 rebounds to help no. 1 ohio state beat northwestern 67-61 in overtime on friday in the big ten tournament ...
"
760,sport,"alexi ogando outpitched justin verlander before leaving with a finger problem and the texas rangers won with a bold strategy, beating the detroit ...
"
761,sport,"fox on tuesday officially named gus johnson as its lead play-by-play voice for the network's expanding college football and basketball cover ...
"
762,sport,"without zach parise, who had knee surgery in november, the devils have won 20 of 25 games in an improbable drive toward a playoff berth.
"
763,sport,"boston, which started 2-10, spent about four hours tied with tampa bay atop the american league east.
"
764,sport,"florida's little man erving walker came up big again, scoring 21 points and hitting several clutch shots down the stretch as the gators beat ...
"
765,sport,"posada rejoined the starting lineup for the first time since removing himself from it shortly before saturday's game.
"
766,sport,"dwight howard had 26 points and 15 rebounds, then watched the fourth quarter from the bench as the orlando magic completed a 111-88 rout of the ...
"
767,sport,"of all the 32 victories accumulated by winning machine novak djokovic since the start of the year, his straight sets defeat of rafa nadal in the final of the madrid masters was the most telling of all.
"
768,sport,"the knicks will open their first-round series against the celtics at 7 p.m. sunday in boston.
"
769,sport,"chris young pitched effectively into the sixth inning and became the first mets pitcher with two hits in an inning, fueling a six-run rally and ...
"
770,sport,"uncle mo, last year's juvenile champion, was sent to wintar farm on monday to convalesce as he tries to recover from a gastrointestinal infection.
"
771,sport,"the san antonio spurs and los angeles lakers, the top two seeds in the western conference, went into the first round of the nba playoffs sunday ...
"
772,sport,"there's little romance to baseball in the dying days of march. it's not the ""hot stove league"" or the ""midsummer classic,"" and there's no snappy ...
"
773,sport,"pinch-hitter john mayberry jr. lined an rbi single off closer brandon lyon that capped a three-run rally in the bottom of the ninth inning friday ...
"
774,sport,"shaquille o'neal, the center known for his size, mobility and personality, is leaving the n.b.a..
"
775,sport,"the boston bruins beat the tampa bay lightning 1-0 in a cliffhanger game seven on friday to advance to the nhl's stanley cup final against the vancouver canucks.
"
776,sport,"three-times major winner ernie els said on monday that he felt a mixture of pride and humility about joining an elite group at this week's players championship in ponte vedra beach, florida.
"
777,sport,"despite the distaste it generates among hockey executives, the regular-season shootout is here to stay. purists, at least, are comforted by the lack of support for installing shootouts in the playoffs.
"
778,sport,"as expected, the indycar series' muscle teams flexed during the final practice before saturday's indianapolis 500 qualifications, where the question ...
"
779,sport,"texas rangers starting pitcher tommy hunter faces at least six weeks out and will miss the start of the season after straining his right groin muscle.
"
780,sport,"orange county (fla.) sheriffs plan to interview new england patriots pro bowl safety brandon meriweather in an investigation of last month's ...
"
781,sport,"andy murray played with fire before overcoming argentine juan ignacio chela 7-6 7-5 6-2 to reach the french open semi-finals for the first time on wednesday.
"
782,sport,"fifa is riddled with corruption, yet with its president running unopposed for re-election, the emphasis shifts to three groups to spark any sort of change.
"
783,sport,"ranking major league baseball's best ballparks shows pittsburgh coming out on top.
"
784,sport,"patrick marleau got his first point of the series when he knocked home a rebound with 7:47 to play, and san jose finally managed to knock out detroit on its fourth try.
"
785,sport,"the location of n.c.a.a. tournament games is an important factor in how the contest unfolds.
"
786,sport,"the miami heat won their first nba title by defeating the dallas mavericks in the 2006 nba finals. the 2011 finals is a rematch.
"
787,sport,"the stylist rachel johnson helps the knicks' amar'e stoudemire turn heads off the court.
"
788,sport,"chris bosh continued to make atonement for any misgivings in a trying, acclimating season, finishing with a game-high 34 points as the heat took a 2-1 series lead over the bulls.
"
789,sport,"for six weeks chicago blackhawks center dave bolland was little more than a footnote in his team's struggle to make the playoffs and first-round ...
"
790,sport,"the satellite tv service and the yankees' network now have until thursday to make a deal.
"
791,sport,"oft-injured los angeles lakers center andrew bynum, who hurt his right knee in tuesday's win vs. the san antonio spurs, was diagnosed with a ...
"
792,sport,"n.f.l. team owners are meeting this week in indianapolis amid a lockout of the players and a maneuvering in the courtroom.
"
793,sport,"dan barry, in 'bottom of the 33rd,' describes one of the strangest baseball games in history: 32 unbroken innings.
"
794,sport,"ryan kesler broke a tie with a power-play goal at 7:28 of the third period, and vancouver beat nashville to take a 3-1 series lead.
"
795,sport,"tiger woods will return to action from a minor knee injury to compete in next week's players championship in ponte vedra beach, florida, the pga tour said on friday.
"
796,sport,"authorities said the wife of brandon marshall stabbed the miami dolphins wide receiver with a kitchen knife, and his agent said saturday that the player was recovering.
"
797,sport,"sean avery of the nhl's new york rangers is becoming one of the first pro athletes to support same-sex marriage. avery has recorded a video supporting ...
"
798,sport,"looking for a fill-in for the injured star second baseman chase utley, philadelphia had signed castillo earlier this month after he was cut by the mets.
"
799,sport,"it was the owners meetings' legal equivalent of the nfl players association's big-three quarterbacks  tom brady, drew brees and peyton manning ...
"
800,sport,"tom gores, a los angeles-based financier who grew up in the flint, mich., area, has signed a purchase agreement to acquire the detroit pistons ...
"
801,sport,"rafael nadal of spain advanced to the french open quarterfinals with a straight-sets victory over ivan ljubicic of croatia.
"
802,sport,"the tampa bay rays have placed all-star third baseman evan longoria on the 15-day disabled list with a strained left oblique muscle, the major league baseball team said on sunday.
"
803,sport,"after the ncaa creates its men's basketball tournament brackets, broadcasters create the tip times.
"
804,sport,"in a season where nothing has gone right, the winless boston red sox found a new way to lose thursday. a couple of them, in fact.
"
805,sport,"kyle drabek pitched seven strong innings as the toronto blue jays snapped detroit's seven-game winning streak with a 4-2 victory monday nigh ...
"
806,sport,"mr. rudolph, who won five pga tour titles in a 23-year career, was known for his craftsmanship.
"
807,sport,"sean foley, who has worked with several tour players, including tiger woods, is confident in his theoretical methods, even if his critics are not.
"
808,sport,"formula one will have a grand prix race in the united states next year for the first time since 2007. the american race was the only addition to a record 21-race calendar for 2012.
"
809,sport,"dustin pedroia just wouldn't give in. facing the top pitcher in the american league, he kept fouling off pitch after pitch.
"
810,sport,"unveiled with great fanfare earlier this month, the giant olympic rings hanging in the international train station here are meant to symbolize ...
"
811,sport,"bryan stow was supposed to be in the stands at at&amp;t park in san francisco when his beloved giants raised their world series banner.
"
812,sport,"the morris twins from kansas present a problem for illinois, physically and psychologically.
"
813,sport,"raffi torres scored with 19 seconds to play in regulation and roberto luongo earned the shutout as the vancouver canucks stopped the boston bruins 1-0 to draw first blood in the stanley cup finals on wednesday.
"
814,sport,"the world cup final will produce the perfect ending for either india batsman sachin tendulkar or sri lanka spin bowler muttiah muralitharan.
"
815,sport,"'s reid cherner and tim gardner are back to break down the ncaa tournament's west regional.
"
816,sport,"the split in concacaf took another twist on saturday when acting president lisle austin was temporarily suspended for 'possible violations' of its statutes but declared the move against him ""illegal.""
"
817,sport,"ohio state coach jim tressel announced thursday he will accept a five-game suspension for a major ncaa violation he committed.
"
818,sport,"pinch-hitter kyle phillips broke a 2-all tie in the 10th inning with his first career home run and the san diego padres beat the atlanta braves ...
"
819,sport,"the ncaa plans to conduct its own investigation into an alleged gambling ring at the university of san diego but will wait until the fbi completes ...
"
820,sport,"the decision followed a finding in march that bowl employees made potentially illegal contributions to politicians and spent lavishly on personal expenses.
"
821,sport,"purdue starting guard ryne smith said thursday he has recovered from a mild concussion and will play today in his team's second-round game of ...
"
822,sport,"nowhere in tom schieffer's bio does it mention closing games or catching a baseball. so, hope among dodgers fans must be muted that their newly ...
"
823,sport,"coach guy boucher said the 41-year-old dwayne roloson is 'the guy that took us here,' so he will be in net for game 6 when the lightning try to even the best-of-seven series against the bruins.
"
824,sport,"zach randolph scored 25 points, including 9 in the fourth quarter, as he led the memphis grizzlies to their first playoff victory in franchise history.
"
825,sport,"kemba walker will leave connecticut with a degree in sociology on may 8, his 21st birthday. there's no turning back for the junior who scored ...
"
826,sport,"the mountaineers struggled in the first half, but eventually gained control against the tigers, who were coming off an opening round game tuesday.
"
827,sport,"kyle drabek pitched seven innings of one-hit ball to earn first major league win, jose molina and jayson nix hit solo home runs and the toronto ...
"
828,sport,"los angeles lakers superstar kobe bryant acknowledged problems in being swept by the dallas mavericks, but looks forward to finally getting healthy ...
"
829,sport,"kyle rudolph reminds me of jason witten because he's a big, physical player who imposes his will as a blocker and ball carrier, but he's also savvy and nimble as a receiver and route runner.
"
830,sport,"texas a&amp;m has upset its second consecutive top-seeded team in the ncaa tournament and is heading to its first national championship game ...
"
831,sport,"the news keeps getting worse for pittsburgh steelers running back rashard mendenhall.
"
832,sport,"former nfl quarterback brett favre says he has no intention of coming out of retirement.
"
833,sport,"how bad has it gotten for the boston red sox?
"
834,sport,"usually there's a mad scramble after the nfl draft as teams pursue undrafted rookie free agents, prepare for minicamp and weigh the second wave ...
"
835,sport,"just like babe ruth, wilson valdez is most comfortable with a bat in his hand.
"
836,sport,"derrick williams's 3-point play with 9.6 seconds left sent the no. 5 wildcats past the no. 4 longhorns after texas' last-second scramble to the basket came up short.
"
837,sport,"the nfl instructed teams they shoulder would maintain status quo on football operations despite a second order from a federal judge on wednesday ...
"
838,sport,"six-time defending champion rafael nadal beat andy murray 6-4, 2-6, 6-1 in a thrilling match to reach the monte carlo masters final on satur ...
"
839,sport,"miami heat guard dwyane wade and forward lebron james both played with center shaquille o'neal, who announced wednesday he will retire from the ...
"
840,sport,"-- u.s. district court judge susan richard nelson, listening to arguments for nearly five hours wednesday in the nfl labor dispute, encouraged ...
"
841,sport,"and on the night of the 28th day, the connecticut huskies could finally rest, with confetti in their hair and a national championship trophy ...
"
842,sport,"goldikova, the grande dame of worldwide thoroughbred racing, is set to make her seasonal reappearance on sunday in the group 1 prix d'ispahan at longchamp.
"
843,sport,"freshman star terrence jones is sticking around his old kentucky home. the 6-foot-8 forward announced via twitter on saturday that he was taking ...
"
844,sport,"france coach laurent blanc was interviewed on monday by the french football federation (fff) and the sports ministry as part of an investigation into a racism row that has plunged the game into turmoil.
"
845,sport,"dancing a jig at the free-throw circle is a tradition for the irish players. and now they will do it in the national semifinals.
"
846,sport,"world soccer's governing body has been dogged by charges of corruption during sepp blatter's 13-year tenure.
"
847,sport,"fans were outraged when memphis's joe jackson, a hometown favorite, was benched.
"
848,sport,"kevin durant scored 19 points as oklahoma city followed its triple-overtime triumph with a 99-72 blowout of memphis.
"
849,sport,"general manager sandy alderson updated the status of the mets' many injured players.
"
850,sport,"the yankees' four-game winning streak ended at angel stadium despite an encouraging performance by ivan nova, who overcame a few shaky innings to work into the seventh.
"
851,sport,"barcelona's coach, pep guardiola, will take his team into champions league play against real madrid with a defense weakened by injury and illness.
"
852,sport,"forward brandon davies expects to suit up next season for byu despite missing this year's ncaa tournament run for violating the university's honor code.
"
853,sport,"decked in plenty of pink, freddie freeman had a career night.
"
854,sport,"for the first two games of their first-round playoff series, the no. 8-seeded indiana pacers have been the equal of a chicago bulls team that ...
"
855,sport,"tony parker scored 26 points and san antonio moved closer to home-court advantage in the playoffs by ending a four-game road losing streak with ...
"
856,sport,"the dallas mavericks easily can point the finger to what went wrong tuesday.
"
857,sport,"braves pitching coach roger mcdowell was suspended for two weeks without pay sunday by major league baseball for inappropriate comments and gestures he made toward fans.
"
